id,功能模块名称,功能模块描述
D3-F14-8-2,二级配电逻辑,VIU二级配电PIN的供电输出逻辑
D3-F14-8-3,电源模式故障显示,仪表提示电源模式故障状态显示
D3-F14-9,车载电源口定时控制,通过大屏入口或手机APP入口对车内USB/12V电源口进行定时控制
D3-F14-9-1,大屏车载电源口延时下电,通过大屏开启车内电源延时下电开关并定时至xx时xx分
D3-F14-9-2,远程车载电源口延时下电,通过手机APP远程开启车内电源并定时至xx时xx分
D3-F15-1,智能低压补电,低压能耗管理系统基于电池 SOC 及电池温度，可以确定何时需要补充电量以及充电时的最优电压
D3-F15-1-1,智能低压补电标准模式,根据低压电池 SOC 和温度请求 DCDC 输出最优充电电压，保持低压电池处于满电状态。
D3-F15-1-2,智能低压补电模式1,每一个 高压上电周期结束后，检测低压电池 SOC 状态，若小于设定值，则要求高压动力电池继续闭合高压继电器，通过DCDC 为低压电池充电，使低压电池 SOC 状态大于等于设定值
D3-F15-1-3,智能低压补电模式2,整车长期停车后，低压电池 SOC 低于设定值，唤醒高压动力电池系统，通过 DCDC 为低压电池充电，使低压电池 SOC 状态大于等于设定值
D3-F15-2,抛负载,在整车低压负载超出 DCDC 输出能力时，通过关闭或降级部分低压负载，避免整车出现因低压供电能力不足导致的不可预知的风险
D3-F15-2-1,过载保护触发抛负载,车辆发生负载过载时触发，进行抛负载，确保整车必要功能用电正常
D3-F15-2-2,超级省电触发抛负载,车辆打开超级省电模式时触发，进行抛负载，确保整车必要功能用电正常
D3-F15-2-3,低压供电处理触发抛负载,车辆发生低压供电异常时触发，进行抛负载，确保整车必要功能用电正常
D3-F15-2-4,动力电池热失控触发抛负载,车辆发生热失控时触发，进行抛负载，确保整车必要功能用电正常
D3-F15-2-5,抛负载等级判定,根据抛负载触发条件判定抛负载等级
D3-F15-2-6,抛负载执行,执行具体的抛负载策略，关闭具体的哪些功能
D3-F15-3,静态功耗管理,低压电池不同 SOC 情况下，整车对静态功耗的管理策略
D3-F15-3-1,整车低电量保护功能,低压电池无法补电且电量较低时，整车发送相关断电指令，低压电池断开整车供电，进入低压保护功能
D3-F15-3-2,低压电池自我保护功能,低压电池电量过低时进入自我保护，防止电池过放导致无法充放电
D3-F15-3-3,低压电池断电再恢复功能,车辆断电后通过按压开关唤醒低压电池，恢复车辆供电
D3-F15-4,功耗节能,通过对整车低压部件节能处理，达到延长车辆续航的目的
D3-F15-4-1,主动节能,当车辆在访客状态下（guest）且驾驶模式为节能模式（eco）时，将主动节能模式状态信息发布给相应部件，从而节省整车的电耗，达到延长续航的目的
D3-F15-4-2,经济能耗模式,通过动态调整 DCDC 的低压负载来提升 DCDC 的运转效率，从而节省整车的电耗，达到延长续航的目的。
D3-F15-5,预启动后运行功能,统筹管理整车预先启动阶段和后运行阶段启动时序和用电
D3-F15-5-1,动态唤醒,避免车主在车辆附近频繁往返导致车辆频繁唤醒问题，根据整车实际状态进行唤醒抑制
D3-F15-5-2,解锁上高压,解锁维持高压180s
D3-F15-5-3,后运行延时下高压,下电后维持高压60S
D3-F15-5-4,迎宾功能高压,迎宾功能上高压：在迎宾距离内，如果迎宾激活，请求上高压180s
D3-F15-5-5,补电故障预启动功能禁用,"从EEPROM 读取智能补电故障次数SOCCharReqFailCnt,大于等于3禁止预启动"
D3-F15-5-6,低温预启动功能禁用,"整车唤醒后，结合从EEPROM 读取存储的Pack温度以及总线传输的Pack温度,决策是否禁用预启动功能"
D3-F15-5-7,禁用迎宾预启动,禁用迎宾预启动功能
D3-F15-5-8,禁用MDC预启动,禁用MDC预启动功能
D3-F16-1,车辆关机,当车辆在不需要上电转态停放时，可通过操作完成车辆的关机下电
D3-F16-2,车辆重启,通过操作车辆的高低压下电，完成车辆重启，达到清除某些故障的目的。
D3-F17-4,ETC2.0功能,NA
D3-F17-4-1,软防拆认证,VIU通过软件算法和OBU之间实现防拆认证
D3-F17-4-2,ETC防拆认证结果上报,VIU将ETC防拆认证结果上报给座舱
D3-F17-4-3,ETC激活状态上报,VIU将ETC激活状态上报给座舱
D3-F17-4-4,ETC自检结果上报,VIU将ETC自检结果上报给座舱
D3-F17-4-5,ETC交易信息上报,VIU将ETC交易信息上报给座舱
D3-F17-4-6,ETC设备号上报,VIU将ETC设备号上报给座舱
D3-F17-4-7,ETC开关功能,通过大屏软开关控制ETC2.0功能开启/关闭
D3-F17-4-8,ETC license付费功能,VIU将ETC的license状态上报给座舱
D3-F17-4-9,OBU供电管理策略,VIU对ETC供电执行特定的管理策略
D3-F17-11,喇叭控制,控制喇叭用于车外提醒
D3-F17-11-1,喇叭,本地激活喇叭，用于提醒
D3-F17-12,M-Link控制,对外接的M-Link支架和设备进行供电控制和在位信息上报
D3-F17-12-1,M-Link支架在位检测,整车Convenience/Driving模式下检测并上报M-Link支架在位信息
D3-F17-12-2,M-Link设备在位检测,整车Convenience/Driving模式下检测并上报M-Link设备在位信息
D3-F17-12-3,M-Link接口供电控制,根据支架在位信息和座舱的调用对M-Link接口的供电进行控制
D3-F23-1,行车信息,显示行车中的相关信息
D3-F23-1-1,车速信号,0 km/h～999km/h 常显内容，同仪表表显
D3-F23-1-2,限速信号,含超速预警
D3-F23-1-3,行驶状态,人驾、ACC、LCC、NCA状态显示
D3-F23-1-6,档位,档位信息呈现
D3-F23-1-7,autohold 图标显示,autohold 图标显示
D3-F23-2,2D导航,参考WHUD实现，当MDC故障无法输出融合感知结果时，HUD导航体验回退到WHUD，显示二维信息
D3-F23-2-1,前方路口转向/直行,显示前方路口行驶方向
D3-F23-2-2,前方路口距离,显示距离前方路口或者道路的路程
D3-F23-4,ADS告警信息提示,ADAS提示、报警信息显示
D3-F23-4-1,车道偏移预警,车道偏移预警
D3-F23-4-2,前车碰撞预警,前车碰撞预警
D3-F23-4-3,人工接管告警,人工接管告警
D3-F23-4-5,FCTA 前方车辆穿行警告,FCTA 前方车辆穿行警告
D3-F23-4-6,AEB主动制动辅助/紧急制动,AEB主动制动辅助/紧急制动
D3-F23-4-7,LKA 车道保持辅助,LKA 车道保持辅助
D3-F23-4-8,BSD 盲区监测,BSD 盲区监测
D3-F23-5,扩展信息显示,扩展信息显示
D3-F23-5-5,播放视频,P档下开启
D3-F23-6,倒车影像,支持倒车影像
D3-F23-7,雨雾夜视增强,1、支持在夜视雨雾等低能见度场景下在前车尾部标识显眼的标志，以提醒司机；
D3-F23-8,补充功能,NA
D3-F23-8-1,转向灯提示,打转向灯时显示转向指示灯
D3-F23-8-2,转向盲区影像,支持转向盲区影像
D3-F23-8-3,导航到达时间,支持在导航时显示到达时间
D3-F23-8-4,违章摄像头距离,支持显示摄像头种类和距离
D3-F23-8-5,跟车时距,支持显示跟车时距
D3-F23-8-6,ADS状态,支持显示ADS工作状态
D3-F23-8-7,道路限速显示,支持显示当前道路限速
D3-F23-8-8,ADS定速,支持显示当前设定巡航速度
D4-F1-1,制动防抱死-ABS,当车辆制动初速度高于标定值，车辆高强度制动时，ABS介入防止车轮抱死，保证车轮在各种路面下的最佳滑移率，以确保车辆最佳的制动性能及操控稳定性能，防止产生侧滑和跑偏。
D4-F1-2,电子制动力分配（EBD）,在ABS工作前，EBD优化各车轮的制动力分配；当车辆直线制动时EBD控制后轮的电磁阀，限制后轮缸液压，防止后轮提前抱死；当转弯制动时EBD控制内侧车轮的电磁阀，限制内侧车轮轮缸液压，防止内侧车轮提前抱死；改善车辆制动稳定性和操控性能。
D4-F1-3,牵引力控制系统（TCS）,在车辆起步、加速时，TCS介入将驱动轮滑移率控制在一定范围内，防止驱动轮打滑，保证车辆的加速性能；包括发动机降扭及增扭干预的牵引力控制系统以及制动干预的牵引力控制系统。
D4-F1-4,电子稳定性程序（ESC/VDC）,IBS根据从偏航率传感器获得的实际偏航率，基于从横向加速度传感器信号和转向角传感器信号计算得出的目标偏航率和侧偏角，独立控制四个车轮的制动力或调整发动机的输出扭矩，保证汽车在弯道行驶时的行驶轨道和驾驶员所期望的轨道一致，避免转向不足及转向过度。
D4-F1-5,ESC OFF功能,可以通过开关控制是否开启ESC功能，关闭ESC功能时，应保持HHC和HBA功能开启。当车速大于80kph(TBD)时，ESC自动开启。在特殊的工况下，通过关闭电子稳定控制功能以满足驾驶员的驾驶需求。
D4-F1-6,踏板感模拟（PFS）,通过独立的模拟器模拟踏板力，实现踏板行程与踏板力的良好匹配关系，具备踏板感可调可标定的能力
D4-F1-7,自动驻车（AVH）,自动保持功能是IBS和EPB的一系列联合功能；当触发AVH键后，车辆停止时IBS & RBU自动通过液压系统施加驻车并且短期维持驻车力。经过3分钟(TBD)之后，与EPB系统交换功能，由EPB来继续维持驻车，这时IBS 液压系统释放压力，由EPB来保证长期驻车（整个过程中驾驶员都无需再次踏制动踏板）；当再次踩下油门踏板，发动机扭矩值达到一定的门限值，EPB自动松开，汽车自动驶离。这个发动机扭矩的门限值由汽车所处位置的坡度决定。在3(TBD)分钟之内，IBS不会切换到EPB，一旦系统探测到驾驶员驶离的企图，系统压力会逐渐释放，帮助车辆驶离。对于自动档车辆，在停车时，驾驶员可以将档位保持在前进档位置，无需踩下制动踏板，减轻操作强度。再次促动AVH键则关闭该功能。
D4-F1-8,主动预制动（ABP）,当先进紧急制动系统雷达探测到前方有紧急情况时，控制器发送预紧急制动信息给IBS 控制单元，当IBS接收到预紧急制动命令时，IBS控制器驱动液压单元实施预建压工作，使摩擦片靠近制动盘，当驾驶员紧急踩制动踏板时，会提高制动的响应速度。
D4-F1-9,主动紧急制动,与主动预制动功能配合使用，当接收到ACC发来的紧急制动减速度请求时，IBS控制单元控制电机和电磁阀共同动作来建立高压，及时响应ACC的请求，以最快的速度实现紧急制动。
D4-F1-10,自动预警制动（AWB）,根据ACC的请求，通过一种短暂的制动促动警示驾驶员，使驾驶员集中注意力驾驶车辆。
D4-F1-11,驻车制动减速（CDP）,车辆行驶车速大于标定车速时，驾驶员长时间促动P挡按钮， IBS收到连续的目标P档请求超过5个报文周期（TBD），IBS实现车辆主动减速功能，以最大能力尽快达到最大减速度。
D4-F1-12,主动巡航控制系统减速控制(ACC停走型)（CDD-S）,与智驾功能配合使用，当智驾系统进行制动扭矩请求时，会给IBS控制器发送制动扭矩命令，当IBS接收到这个制动扭矩时，会激活IBS的CDD-S的功能模块，此功能模块能将请求的制动扭矩转化成各个轮缸的压力，并且实现ACC所需要的制动力。
D4-F1-13,协控制动能量回收（CRBS）,驾驶员踩制动踏板后，IBS负责优先分配制动能量回收扭矩，电机反拖扭矩达到整车减速度0.3g后，额外的制动扭矩请求由IBS提供液压补充。IBS负责电机和液压的制动扭矩协调，实现总的制动扭矩满足用户踏板行程对应的总制动扭矩请求。
D4-F1-14,动力拖滞力矩控制(DTC),"动力系统拖滞力矩控制, 当动力系统的反拖力矩过大导致车辆失稳时，IBS通过此模块控制动力反拖力矩大小来稳定车辆的运动状态。"
D4-F1-15,电子预制动（EBP）,驾驶员很快松开油门踏板（可能是紧急工况），ESP主动增加一定压力，减少制动盘与制动片之间的间隙，从而缩短制动距离。
D4-F1-16,紧急制动信号功能(HAZ),IBS判断车辆处于急减速状态，将紧急制动信号发给BCM以点亮双闪灯。应满足国标《汽车及挂车外部照明和光信号装置的安装规定》要求，同时，满足ECE R13中的法规要求。
D4-F1-17,液压制动辅助（HBA）,HBA系统根据车速信号、制动踏板开关信号、主缸建压梯度信号综合判断并且控制液压单元增加适当的辅助制动，以更迅速的将制动钳轮缸压力增加至车轮抱死压力，并转入ABS控制逻辑；若车辆停止或制动期间驾驶员松开制动踏板则HBA功能自动退出。
D4-F1-18,液压衰退补偿功能（HFC）,当驾驶员猛踩制动踏板，但车辆依旧没有达到应有的减速度时，或者制动器衰退的情况下，ESP主动增压提供系统额外的制动力，从而缩短制动距离。当驾驶员减少制动踏板请求，车辆减速度也会相应减少。
D4-F1-19,坡路启车辅助（HHC）,当车辆停在坡道上，驾驶员脚从制动踏板移到油门踏板启动车辆时，HHC会保持轮缸压力一定时间（2s-TBD）以防止车辆后溜；当监测到驱动力足够时，释放压力，车辆前进，防止溜车。
D4-F1-21,集成式电子驻车制动系统（EPBi）,控制EPB相关的硬件和软件集成在IBS控制器内部的集成式系统，其架构满足VDA 305-100。
D4-F1-27,舒适制动-CST,在制动过程中，舒适制动功能可以让制动系统自动地、智能地调节制动力，以避免刹车时出现“点头”现象，为驾乘人员提供更加平顺、舒适的体验
D4-F1-28,制动液位报警,当制动液位过低时，进行提示
D4-F1-29,热衰退报警辅助-FWA,通过制动盘温度检测，进行热衰退模型计算，请求报警提示
D4-F1-30,陡坡缓降HDC,陡坡缓降功能启动后，制动系统根据车辆车速、路面附着系数、坡度等因素，主动向车轮施加制动力，控制车辆下坡速度
D4-F1-31,动力扭矩制动控制辅助TBA,制动系统监控整车滑移率，预控动力扭矩过大波动，防止TCS频繁触发
D4-F1-32,防二次碰撞,在车辆发生碰撞后，系统制动减速至停止状态并保持车辆静止
D4-F1-33,制动扭矩矢量控制-BTV,在车辆转弯时，通过将制动扭矩单独分配到车轮侧，产生围绕垂直轴的横摆率，并获得车辆主动转向的增益。
D4-F1-34,液压后轮助力HRB,检测到后轮制动力不足，主动增压使后轮达到抱死
D4-F1-35,防侧翻ROM,根据车辆动态判断车辆的侧翻风险和趋势，进行相应的控制
D4-F2-1,静态驻车制动,通过P挡按钮或者驻车制动软开关，使静止的车辆执行驻车
D4-F2-2,静态开关释放功能,当踩下制动踏板、系安全带等情况下，通过档位控制由P挡切换到D、R或N挡释放EPB驻车。EPB要释放时，IBS根据坡度主动补偿制动液压，保持车辆不溜坡。
